5.05,2.64481
3.09162,1.11757
-6.03076,-10.0135
5.25565,3.16203
1.31667,4.63657
-4.84833,-8.0572
-9.08745,7.72762
1.40392,3.93131
4.06291,2.51148
0.921936,3.41593
1.67134,3.28582
-5.7548,-4.19638
-9.08171,7.01903
-5.1421,-7.45526
-8.02202,7.65274
-7.08938,-6.64093
-3.52056,10.7192
-8.77561,7.61897
-1.61433,7.66034
2.78895,3.79425
4.33732,-0.558944
-2.23366,9.39538
-8.33236,6.57804
-6.69653,-6.33841
-1.82096,8.07141
3.01343,3.2313
-2.1672,10.6372
-10.01,6.98778
2.31614,4.72105
-10.1255,5.34134
4.10351,1.49736
-9.44537,10.1375
1.49093,4.32292
-10.1447,7.66433
-1.3751,10.0387
-8.11462,-6.45946
3.23336,6.31563
1.96192,4.47556
3.44899,4.1363
-3.1699,8.69342
0.725356,5.4679
-9.03951,8.83589
-6.99286,6.71458
-5.89491,-6.18142
-7.52203,6.65276
-6.66942,-6.82903
2.34976,3.83927
4.67103,2.0059
-4.73685,9.21939
-6.81403,-7.59174
3.8651,0.423862
-10.169,7.98344
-6.07923,-6.82297
-2.43242,8.59044
-1.61505,9.70688
-0.713545,7.44113
-2.11648,8.25209
-6.90123,-6.27237
-8.59187,-7.35104
-3.38097,8.88808
4.57093,3.02383
-9.5045,9.33213
-7.55369,-7.30658
2.38748,4.371
-7.62366,-4.89908
3.98825,1.02278
-10.8582,7.88231
-8.84501,8.24586
5.47257,0.958788
5.77195,2.49303
-9.62858,8.30794
-6.73871,-7.62927
4.76021,2.77151
-6.17263,-5.41804
-8.67479,6.95273
-2.40241,10.0798
-8.2457,6.31078
5.65631,1.76978
3.41825,3.90067
-7.3091,7.93711
-3.68358,8.85767
6.44934,1.69923
-7.06346,-6.71872
-5.66063,-8.02401
-9.96493,9.36302
5.18253,2.17649
-2.74865,10.2229
3.36117,5.8349
-2.40826,6.82796
-9.25537,7.09958
3.22092,0.548583
-10.052,4.95534
2.87279,2.19698
2.72049,5.38212
0.475351,4.07004
-8.30378,-5.6032
-4.61985,8.98512
-2.73813,8.47199
-6.79313,-9.07813
-9.95573,7.39137
-6.47409,-7.31278
1.00221,4.42366
4.3441,0.755991
-6.39561,-7.43237
-3.59879,8.39136
4.59637,2.72282
-2.63519,10.3759
-5.79687,-7.1155
1.43344,4.06186
-3.41724,8.66076
-2.41345,8.68538
6.31532,2.56597
-7.70899,-7.18885
-6.93404,-6.13781
-9.98762,5.16053
-2.25899,10.4521
-10.3419,7.07628
-6.73336,-7.65024
-2.13122,7.07494
-0.326941,7.61297
-7.41113,-5.14872
-0.100414,8.12516
-6.01525,-6.41211
-7.08519,-7.36381
-8.25632,-5.29197
-7.49444,-6.46518
-8.86859,9.273
-6.68174,-5.34891
-1.22972,9.02554
4.36956,1.67317
4.88423,1.44655
-9.73835,7.31981
4.72498,1.02576
1.33291,5.11008
-7.58075,-5.57219
2.99372,4.07583
5.07378,1.51009
1.8764,3.08947
-2.29023,8.35405
-9.04214,7.18072
-5.35925,-6.16653
-2.53012,7.9115
2.80353,2.57087
-2.63641,8.68307
5.80415,0.0385562
4.92557,0.978421
-6.20558,-8.03887
4.7722,2.53905
4.51632,1.7301
-0.0606759,4.39607
-7.40641,9.04119
-6.82588,-6.83546
5.33594,4.47093
4.0566,1.10101
-1.25209,9.84141
5.29229,1.63267
3.6767,0.45209
-2.75084,9.40711
-8.69143,7.15581
4.37704,0.97485
-6.46529,6.65724
2.95235,3.37861
-8.5442,7.67739
0.0369268,6.96029
-8.68335,5.37824
2.77817,3.65568
2.83499,4.83836
-8.81545,6.52272
-3.03164,8.29562
3.92286,2.02531
-7.07427,-7.75824
-2.99325,9.1581
-3.58135,9.88008
-8.74188,-6.98828
1.43274,5.05032
-6.23731,-7.27533
-9.03078,6.4922
-8.62192,-6.04365
5.11246,2.20163
2.70603,3.75488
3.80029,-0.0122006
-2.3187,9.43814
4.15116,2.3882
-7.37731,7.93538
3.0887,4.63137
1.31145,6.11429
5.59645,3.46437
-5.22589,-5.91501
-8.10916,8.61434
-2.39958,8.46046
-6.28707,7.75617
-5.39092,9.91838
5.22266,3.5589
1.77496,3.44645
4.3594,3.62756
-2.43849,7.82877
1.51046,4.04491
-6.56518,-6.51221
-2.2627,9.02814
5.04314,0.939302
-7.56577,-4.77468
-7.83338,6.44003
-8.47244,-9.2988
-5.31707,-7.50793
-8.39867,6.60703
0.993318,5.35603
1.84615,4.89993
-0.567198,9.45977
1.2796,4.00248
3.78871,0.60405
-3.00036,9.95632
-8.6617,7.32687
-8.24272,8.15859
3.20591,4.18489
5.08896,0.100328
-5.02731,-7.38488
-6.74188,-7.35246
-6.4595,-6.40706
-7.1545,8.66416
2.31834,3.78394
-7.96822,-5.84526
-5.79969,-7.23742
-3.52882,8.94881
-5.34034,-5.86301
-2.42581,8.26941
1.54228,4.04088
-7.23201,-6.41353
2.59553,4.87119
4.06488,3.12708
4.89905,2.82112
-1.51964,9.35232
5.55222,-0.459079
-2.15421,8.10433
5.09466,4.03765
4.558,2.65591
-9.08746,6.26814
-3.0431,9.10435
-2.50357,8.75624
-8.22417,7.40713
3.69569,2.74351
2.5876,4.35899
-8.48284,7.16116
-7.97016,-9.24884
-0.344697,3.37038
-5.25543,-5.36201
-8.63192,-6.39559
-6.9238,-8.45396
-6.2254,-5.94135
-9.37606,6.09194
1.81644,5.24575
-5.78182,-10.066
-6.28167,-7.28779
1.65405,3.71744
4.49917,0.922075
3.3301,4.94059
-3.40924,11.3159
-7.98213,6.71722
6.39238,1.41083
1.92107,1.09658
-1.10377,8.36356
3.96721,0.425842
1.88091,2.09142
4.99863,0.596945
-9.47818,6.20729
3.91099,2.60083
-8.86836,6.29693
-8.32525,7.28432
-10.4023,8.97499
-6.12955,-4.84873
-5.17408,-7.9783
5.55325,1.03148
6.9067,3.90404
-8.92928,7.1896
2.98073,2.68087
-1.75431,7.2403
1.02599,3.44231
-6.65842,-5.72439
-3.0159,10.1771
-7.99564,8.67315
0.923068,3.6062
1.17213,4.60921
-6.95839,-6.92105
3.84003,1.7009
3.41458,3.20866
-6.76371,-8.34754
-10.0942,7.1105
5.42193,2.46186
4.04047,2.41222
4.36602,3.0419
-1.31784,10.1735
2.66766,3.63906
-1.93506,9.34097
-10.3474,5.54861
1.33739,4.37552
3.20496,2.70981
-8.70679,6.25315
1.99325,4.46963
1.4187,4.26358
-3.50802,7.46075
4.41034,3.96798
-9.57917,7.63042
-7.47622,7.34692
-4.21493,9.08971
2.58672,3.87595
4.92151,3.05413
-9.23978,6.40039
-9.74868,7.41828
-1.61542,10.5062
-8.22797,-8.49092
-9.26532,7.51098
-8.41089,10.0658
-6.91778,-6.62247
1.9251,3.75444
2.74379,4.37566
2.19814,3.03101
-8.0278,7.01406
-7.23343,-4.59569
-6.78911,-5.70808
4.00668,2.10738
-7.98418,-7.72469
3.45707,2.33271
-4.26307,8.35497
-5.9771,-6.32211
2.39463,3.83651
-8.62707,6.98349
-6.20476,-8.00518
0.915103,5.41532
-6.98445,-6.57319
-9.36935,6.27486
-2.22333,9.87429
-1.63906,8.01396
-7.79382,5.69014
-2.11563,9.63115
-2.67616,9.66144
6.4719,3.08898
2.02363,3.26265
-11.4376,6.21282
-9.32594,6.35024
-7.49519,7.96383
-2.45907,8.29753
-9.11189,9.0916
3.23141,3.90344
4.11361,4.09472
-7.50392,7.47941
1.20558,2.70943
1.02823,4.51825
-6.52613,-6.416
-8.5577,-7.64121
-0.896984,8.76593
4.60385,1.3754
-7.14499,-6.49285
-9.57431,8.46742
-3.01896,8.50198
-1.90739,8.79187
-3.48144,9.18338
-1.68717,9.68569
-2.75501,9.79969
3.95022,3.96686
-1.60493,11.1008
5.00542,1.14983
1.55331,5.42474
1.6733,1.91345
3.92865,0.783467
2.4664,4.13484
5.66913,3.37188
-7.48496,-7.6189
-6.71417,-6.47865
4.84532,1.14225
-8.74108,8.94881
-6.16441,-6.9892
-5.66355,-5.57438
-10.4651,7.52522
-7.63659,-4.40243
-7.56775,-6.44473
-6.84801,-5.47381
5.27466,1.74982
4.83993,2.24621
-6.97834,-5.29598
-1.23474,8.11154
3.62432,0.486317
-3.28146,8.65386
2.33392,3.87666
5.2093,1.17485
-6.07459,7.88746
-8.27337,6.73755
-7.77806,9.7551
2.20761,5.61081
-7.37716,-9.54638
-7.26314,-7.26429
3.03345,3.42649
-3.49745,9.5554
-0.15493,4.98415
-11.505,8.29597
-9.24776,8.52115
-5.78373,-7.42324
-3.81963,9.7365
-7.5221,7.14914
-3.67773,9.53524
0.842283,4.42462
-7.3941,-6.49896
0.367108,4.99751
6.71011,3.45313
4.37552,1.56087
5.34233,0.145498
-3.86984,7.56178
-7.15701,7.88214
-3.25722,9.26977
-5.95492,-7.598
4.69325,1.05912
-7.79522,-6.36155
-4.59684,-7.63822
-2.021,9.86638
-3.41364,9.28234
-9.80411,6.41395
-7.44864,-5.32983
-3.02562,9.6111
1.73762,5.91996
-8.28796,-5.92041
1.91385,4.18219
-7.14201,9.53023
-6.5765,6.10999
-1.21181,8.49819
1.79006,3.07555
5.33553,3.04298
-2.77912,8.18518
4.7186,1.44775
-2.22589,8.9324
5.06235,1.93721
-1.46373,8.37969
0.0719645,5.54957
-8.97137,7.78501
-8.64424,6.91979
3.12294,3.42377
-8.86183,6.50159
-0.174826,10.15
-1.60124,9.90915
-8.51541,5.83128
-6.89769,-5.57288
-2.88618,8.13178
-5.10454,-6.38122
-8.93544,10.1612
-8.99063,5.97679
-8.40816,-8.69005
-6.9985,7.78444
-3.10802,9.1363
-6.44048,-6.16819
-5.86948,-8.60766
3.32842,7.00997
-5.70629,-5.59388
-2.11166,10.7061
5.42266,0.736063
-7.48707,-6.18388
5.01222,1.51635
0.822861,5.71348
2.23084,5.2626
0.764201,4.28087
-6.76501,-6.94896
2.55551,3.23046
3.55131,1.8348
4.34353,2.76247
3.08364,5.93859
-3.9702,9.23083
-8.04371,6.91341
-6.93867,6.88392
3.59554,4.86879
-4.06611,8.55158
5.90408,1.19968
5.41841,1.35446
-1.54964,9.21596
5.93711,2.04744
-7.449,-6.63394
-7.34183,-7.19007
-6.93124,-6.35536
1.75163,3.23388
-7.00143,7.75766
-2.13327,11.0781
0.170518,3.27499
5.16899,2.21944
3.52656,0.152827
1.87792,4.24599
3.79921,3.8069
-8.77601,7.90618
-6.83782,-6.74808
3.80789,0.408691
-6.56154,-4.17928
-0.883514,8.44419
-9.61384,7.26218
-6.25288,-6.38763
1.34862,4.55911
1.15574,3.47852
4.24282,3.24843
-1.75004,8.57294
5.32387,0.245922
-8.59117,8.34937
3.33829,-0.269986
4.27052,3.80909
-2.4949,10.6132
-9.07311,8.96332
-1.4598,9.73082
-9.62683,5.27033
-2.23973,8.45665
2.80134,4.41799
-4.97933,-6.40015
2.15783,4.76809
1.3144,5.29441
-9.54889,6.44441
-8.9485,7.09948
3.92417,1.43733
2.37769,3.88386
-3.02734,9.26954
4.35433,0.319712
-8.50018,8.22083
4.00543,2.8041
5.96121,1.52429
-8.0723,8.37436
-2.40175,8.16398
-9.02216,7.63436
-8.39688,-7.68413
2.33986,4.44781
-4.40661,8.39577
-1.43657,8.85252
-3.34424,9.17972
-1.50226,9.37591
4.9995,1.73216
2.39794,0.864275
2.61492,0.565635
-7.65182,-7.6093
5.04814,1.30879
-6.50263,-6.37768
-7.59619,-7.41238
-7.98141,-7.18932
-3.3126,9.25239
-3.42109,8.39809
3.95258,2.00187
4.07463,0.808035
-8.82694,5.8805
4.16193,1.63308
-2.20484,9.92419
-0.923797,7.43484
-7.49035,-4.81084
-6.58587,-5.90152
-8.65203,5.76844
-8.21627,5.38668
2.16132,6.29427
-10.3202,6.25475
-3.02832,10.2121
2.30141,4.67591
4.66014,3.81725
-4.02463,7.98268
4.74914,2.7997
-7.96464,5.9438
-9.19328,7.04761
3.82626,4.97779
-3.96145,11.0289
-3.35931,8.75379
-3.09193,9.57888
5.54537,2.05382
5.7468,1.33859
-8.08553,-8.46417
1.80523,3.99505
-0.966124,7.47225
-0.150859,9.7116
7.47057,2.03831
-3.48766,8.11689
-3.44067,7.34795
-3.23716,9.95196
-8.47436,8.2404
2.36116,3.73064
4.82783,1.77079
-5.7446,-8.51423
4.00885,1.37162
-2.78702,7.64172
-6.11158,-6.44728
-5.87167,-6.49897
-9.459,7.52653
1.77649,3.7772
3.69342,1.55016
3.92807,6.61588
2.23612,3.77297
3.25882,5.20373
2.92759,2.63978
-1.75905,8.67299
-7.22004,7.09327
2.63347,4.25999
1.99313,3.19139
-4.10209,7.46608
1.55007,3.39979
5.19089,0.897859
-9.50076,7.83917
-7.16274,-8.71555
-4.58242,-7.03366
2.72416,4.71238
-7.17353,8.01742
-0.0403895,4.28798
-8.15726,9.58677
-2.80032,12.0065
-8.2462,8.50328
1.24305,2.49637
-3.43289,8.35495
-7.54113,-6.52835
-3.39854,8.46235
-6.65641,-8.54743
-4.90217,-6.17518
4.872,1.86679
-6.66345,-6.10021
-2.43492,7.44706
-9.24018,7.52667
1.34935,4.12071
2.09936,5.43952
5.65867,4.07353
2.40889,5.33862
3.49891,1.7638
5.92444,2.25303
0.7093,5.17252
-1.1156,8.23585
-9.35097,5.56935
3.46364,5.6967
1.15064,3.82269
3.26096,4.10492
4.70118,3.17678
-4.13557,8.22246
4.29108,2.98717
-10.3812,9.24806
4.97846,0.0919845
-0.162861,6.86699
6.01057,-0.30756
-0.367636,5.09362
-9.98993,7.91384
-6.54673,-7.70981
2.35093,3.33448
-5.35693,-6.25981
4.73513,1.80192
-6.04481,-6.5708
-7.51787,6.60094
2.00094,3.82795
-0.434393,9.20632
4.26292,1.56458
-9.5462,8.34415
-1.82267,9.70547
-8.80084,6.47655
2.04894,5.71489
-7.15152,-7.63029
1.68217,3.33408
-6.16207,-8.61414
-2.27369,7.64397
-5.69308,-6.92247
0.971665,4.62741
3.55558,2.52762
5.35968,1.91203
-7.96036,-7.12721
3.12044,3.68667
0.0411367,3.56451
-6.7451,-6.28248
-5.07341,-5.76931
2.20782,4.64759
3.79574,5.14797
-6.60531,-5.14491
-10.0177,4.11004
4.95863,4.25611
-3.89617,10.0239
-7.58249,-8.33551
-2.27945,6.85865
-7.56508,-7.49113
1.90427,4.65394
3.10145,2.59244
3.47113,4.03158
4.04614,1.11703
-6.63332,-5.37956
-3.62331,9.35996
4.63111,3.60111
-8.49861,9.19596
-3.61582,7.67868
-5.08285,-8.14109
-7.07001,-6.86297
4.08293,5.3495
2.76616,1.91207
-8.36663,8.08594
3.31274,4.56806
-8.70339,9.11067
-7.12269,-6.85054
-8.6392,5.89701
-4.27743,9.21738
4.66016,2.35551
-10.1538,7.81259
-5.15755,-6.95243
5.55914,0.730492
3.29554,2.75747
2.68329,3.61882
-6.30451,-7.51118
3.45072,3.13164
-3.43234,8.67415
-2.14481,10.0874
1.98575,3.93252
4.85531,0.89696
-3.00427,9.69942
-6.65041,-9.12602
-1.98864,8.93417
-5.12567,-7.81177
-7.27831,-8.11175
2.43711,4.12926
5.59812,1.61454
2.09694,5.0995
-3.1575,9.94885
3.18396,4.40701
-6.91607,-4.9061
-8.14117,7.7787
-7.82734,7.00422
3.07074,4.72585
4.93862,0.568746
-10.1252,4.16403
-10.2066,6.56133
-6.63273,-5.7283
2.58462,5.67248
1.87111,5.20961
-4.1805,8.48163
-1.44948,9.46835
1.68346,5.01908
2.62321,4.16852
4.03086,0.655504
-8.79014,7.16182
0.0388466,2.4189
-6.88359,-8.15431
-4.39365,10.5035
-8.21245,9.11476
-8.74832,7.21474
0.806025,3.92504
6.29247,2.05467
-2.18347,9.30145
0.294336,2.92201
-4.97007,-6.66241
-0.951255,4.90711
4.52215,0.834403
1.72381,3.17383
2.63931,3.83642
-5.69863,-8.00928
3.77036,2.49178
-11.0314,7.73499
3.87018,2.20855
-9.57323,8.41477
0.708983,4.31869
3.56642,3.13218
-4.23587,-6.94349
-9.41981,7.96852
2.94698,4.76286
2.89514,2.23807
-8.05941,8.3759
-7.06952,-5.90808
-2.54738,7.72874
-2.54861,10.7354
-9.51307,6.99081
-5.72512,-7.46887
-9.81457,6.84232
4.5627,0.146113
-3.58886,9.5226
1.50108,4.14555
2.37339,5.63595
-6.57067,8.65273
-9.70172,8.03663
3.09502,4.71266
-7.74268,6.49105
-9.02857,9.2064
-6.6236,7.47371
2.4731,3.89607
3.79581,5.60786
-9.16277,8.69604
-2.85599,9.84915
-8.00298,-6.10092
-8.09261,6.78682
-2.15261,8.87113
-3.82952,8.64633
5.31546,2.80643
1.84293,3.34206
7.45597,1.8675
-10.3985,5.38663
-7.36968,-5.28139
-3.29949,8.77949
-7.16457,-7.09609
2.90224,2.38351
-2.48224,9.56208
-8.76464,7.89106
-1.69688,9.20279
-9.72237,9.12655
2.81991,4.72925
4.83535,0.504291
-9.4392,7.75451
-0.764579,7.65269
4.74561,1.46467
-9.93655,7.65549
-1.88122,10.2634
-8.85517,7.96074
1.70131,2.44194
-6.17702,-8.13741
-7.96708,-8.09406
1.13174,4.62792
-2.94052,7.40442
2.67521,0.927024
-8.80733,7.31349
-2.72079,9.34599
-1.95371,9.96662
-2.68661,9.45874
0.669796,4.70782
-6.90774,-5.59011
1.51122,4.38273
1.90741,3.97575
4.93738,1.91791
2.8027,3.68242
4.23991,1.91053
-3.37078,8.66002
-7.41801,-5.73153
-7.9433,-6.93259
0.664516,3.50974
-2.53219,9.14335
4.85777,1.81437
-3.72617,7.69846
-2.24304,6.90968
5.01124,1.52011
1.82377,7.67387
4.56719,0.641052
2.00172,3.73408
-9.06825,6.38795
